Title;Authors;DOI;Removed (Title);Removed (Abstract)
Model Cards for Model Reporting in 2024: Reclassifying Category of Ethical Considerations in Terms of Trustworthiness and Risk Management;DeBrae Kennedy-Mayo, Jake Gord;https://doi.org/10.48550/arXiv.2403.15394;0;0
Model Reporting for Certifiable AI: A Proposal from Merging EU Regulation into AI Development;Danilo Brajovic, Niclas Renner, Vincent Philipp Goebels, Philipp Wagner, Benjamin Fresz, Martin Biller, Mara Klaeb, Janika Kutz, Jens Neuhuettler, Marco F. Huber;https://doi.org/10.48550/arXiv.2307.11525;0;0
S3C2 Summit 2025-03: Industry Secure Supply Chain Summit;Elizabeth Lin, Jonah Ghebremichael, William Enck, Yasemin Acar, Michel Cukier, Alexandros Kapravelos, Christian Kastner, Laurie Williams;https://doi.org/10.48550/arXiv.2510.24920;0;0
The AI Model Risk Catalog: What Developers and Researchers Miss About Real-World AI Harms;Pooja S. B. Rao, Sanja Šćepanović, Dinesh Babu Jayagopi, Mauro Cherubini, Daniele Quercia;https://doi.org/10.48550/arXiv.2508.16672;0;0
Towards Assuring EU AI Act Compliance and Adversarial Robustness of LLMs;Tomas Bueno Momcilovic, Beat Buesser, Giulio Zizzo, Mark Purcell, Dian Balta;https://doi.org/10.48550/arXiv.2410.05306;0;0
Towards Sustainability Model Cards;Gwendal Jouneaux, Jordi Cabot;https://doi.org/10.48550/arXiv.2507.19559;0;0
Unlocking Model Insights: A Dataset for Automated Model Card Generation;Shruti Singh, Hitesh Lodwal, Husain Malwat, Rakesh Thakur, Mayank Singh;https://doi.org/10.48550/arXiv.2309.12616;0;0
What's documented in AI? Systematic Analysis of 32K AI Model Cards;Weixin Liang, Nazneen Rajani, Xinyu Yang, Ezinwanne Ozoani, Eric Wu, Yiqun Chen, Daniel Scott Smith, James Zou;https://doi.org/10.48550/arXiv.2402.05160;0;0
A Decision Analytics Pipeline for Balancing Business, Environmental and Social Impacts of Supply Chain Disruptions‚Åé‚ÅéThis publication has emanated from research conducted with the financial support of Research Ireland under Grant number 22/NCF/DR/11264.;Reza Babazadeh and Cemalettin Ozturk and Barry O‚ÄôSullivan;10.1016/j.ifacol.2025.09.481;0;0
A domain-specific language for describing machine learning datasets;Joan Giner-Miguelez and Abel G√≥mez and Jordi Cabot;10.1016/j.cola.2023.101209;0;0
A general framework for explaining the results of a multi-attribute preference model;Christophe Labreuche;10.1016/j.artint.2010.11.008;0;0
A review of green artificial intelligence: Towards a more sustainable future;Ver√≥nica Bol√≥n-Canedo and Laura Mor√°n-Fern√°ndez and Brais Cancela and Amparo Alonso-Betanzos;10.1016/j.neucom.2024.128096;0;0
A system for the extraction and representation of summary of product characteristics content;Stefania Rubrichi and Silvana Quaglini and Alex Spengler and Paola Russo and Patrick Gallinari;10.1016/j.artmed.2012.08.004;0;0
Aligning textual and model-based process descriptions;Josep S√†nchez-Ferreres and Han {van der Aa;10.1016/j.datak.2018.09.001;0;0
An empirical study on the accuracy of GitHub‚Äôs dependency graph and the nature of its inaccuracy;Daniele Bifolco and Simone Romano and Sabato Nocera and Rita Francese and Giuseppe Scanniello and Massimiliano {Di Penta;10.1016/j.infsof.2025.107854;0;0
Automatic Generation of Assembly Instructions by Analyzing Process Recordings ‚Äì A Concept Overview;Peter Burggraef and Tobias Adlon and Fabian Steinberg and Florian Broehl and Alexander Moriz and Carsten Engeln and Maximilian Sch√ºtz and Felix Jaworek;10.1016/j.procir.2024.08.343;0;0
Benchmarking reputation systems: A quantitative verification approach;Amir {Jalaly Bidgoly;10.1016/j.chb.2015.12.024;0;0
Chapter 10 - A methodology to compare XAI explanations on natural language processing;Ga√´lle Jouis and Harold Mouch√®re and Fabien Picarougne and Alexandre Hardouin;10.1016/B978-0-32-396098-4.00016-8;0;0
Chapter 2 - Explainable deep learning: concepts, methods, and new developments;Wojciech Samek;10.1016/B978-0-32-396098-4.00008-9;0;0
Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation;Natalia D√≠az-Rodr√≠guez and Javier {Del Ser;10.1016/j.inffus.2023.101896;0;0
Counterfactual explanations for misclassified images: How human and machine explanations differ;Eoin Delaney and Arjun Pakrashi and Derek Greene and Mark T. Keane;10.1016/j.artint.2023.103995;0;0
ModelSet: A labelled dataset of software models for machine learning;Jos√© Antonio Hern√°ndez L√≥pez and Javier Luis {C√°novas Izquierdo;10.1016/j.scico.2023.103009;0;0
On the transparency of large AI models;Wanying Wang and Ge Wang and Vukosi Marivate and Andrew L. Hufton;10.1016/j.patter.2023.100797;0;0
User-defined trade-offs in LLM benchmarking: balancing accuracy, scale, and sustainability;Ana Gjorgjevikj and Ana Nikolikj and Barbara {Korou≈°iƒá Seljak;10.1016/j.knosys.2025.114405;0;0
A comparative study on HIPAA technical safeguards assessment of android mHealth applications;Md Raihan Mia and Hossain Shahriar and Maria Valero and Nazmus Sakib and Bilash Saha and Md Abdul Barek and Md Jobair Hossain Faruk and Ben Goodman and Rumi Ahmed Khan and Sheikh Iqbal Ahamed;10.1016/j.smhl.2022.100349;0;1
A conceptual structure and issues for an object-oriented bill of materials (BOM) data model;Yunkung Chung and Gary W. Fischer;10.1016/0360-8352(94)90065-5;0;1
A data-driven Component Risk Matrix to assess supply chain disruption risk;Thomas {De Backker;10.1016/j.ijpe.2025.109810;0;1
A scenario for the development and implementation of a building product model standard;Bo-Christer Bj√∂rk and Hannu Penttil√§;10.1016/0141-1195(89)90049-1;0;1
An Explainable Contrastive-based Dilated Convolutional Network with Transformer for Pediatric Pneumonia Detection;Chandravardhan Singh Raghaw and Parth Shirish Bhore and Mohammad Zia Ur Rehman and Nagendra Kumar;10.1016/j.asoc.2024.112258;0;1
Chapter 8 - Deformable Models;Tim McInerney and Demetri Terzopoulos;10.1016/B978-012373904-9.50016-7;0;1
Chapter 9 - Digital Twin and Big Data;Fei Tao and Meng Zhang and A.Y.C. Nee;10.1016/B978-0-12-817630-6.00009-6;0;1
Continuous document layout analysis: Human-in-the-loop AI-based data curation, database, and evaluation in the domain of public affairs;Alejandro Pe√±a and Aythami Morales and Julian Fierrez and Javier Ortega-Garcia and I√±igo Puente and Jorge Cordova and Gonzalo Cordova;10.1016/j.inffus.2024.102398;0;1
Copyright protection during the training stage of generative AI: Industry-oriented U.S. law, rights-oriented EU law, and fair remuneration rights for generative AI training under the UN's international governance regime for AI;Kaigeng Li and Hong Wu and Yupeng Dong;10.1016/j.clsr.2024.106056;0;1
Digital Process Passport: A Conceptual Model for Information Collection and Sharing In Sustainable Manufacturing;Marija Gli≈°iƒá and Charles M√∏ller and Badrinath Veluri and Devarajan Ramanujan;10.1016/j.procir.2024.10.209;0;1
Do transformers generalise better than bespoke tools for anonymisation?;Roman Klapaukh and Carol El-Hayek and Douglas IR Boyle;10.1016/j.imu.2024.101607;0;1
Enterprise information systems state of the art: Past, present and future trends;David Romero and Fran√ßois Vernadat;10.1016/j.compind.2016.03.001;0;1
Integrated Planning and Scheduling for Customized Production using Digital Twins and Reinforcement Learning;Zai Mueller-Zhang and Pablo {Oliveira Antonino;10.1016/j.ifacol.2021.08.046;0;1
Inventory ‚Äì forecasting: Mind the gap;Thanos E. Goltsos and Aris A. Syntetos and Christoph H. Glock and George Ioannou;10.1016/j.ejor.2021.07.040;0;1
Standardization activities;;10.1016/0920-5489(88)90030-X;0;1
Supporting semantic PLM by using a lightweight engineering metadata mapping engine;Andreas Eiden and Thomas Eickhoff and Jonas Gries and Jens C. G√∂bel and Thomas Psota;10.1016/j.procir.2021.05.146;0;1
The future of the technology-based manufacturing in the European Union;Awadesh Kumar Mallik;10.1016/j.rineng.2023.101356;0;1
VEXine: Automating SBOM and VEX Generation Using Transformer LLM Models with LangGraph;"Yoon, S.-Y.; Kwon, M.-J.; Kim, S.-B.; Kim, Y.-G.; Park, J.-W.; Son, S.-H.; Kim, Y.-O.; Jeong, S.-H.";10.1007/978-3-032-05994-9_15;0;1
2 - The life cycles of complex engineering systems;;10.1016/B978-0-85709-212-0.00002-X;0;1
A Silicon Valley love triangle: Hiring algorithms, pseudo-science, and the quest for auditability;Mona Sloane and Emanuel Moss and Rumman Chowdhury;10.1016/j.patter.2021.100425;0;1
A unified and practical user-centric framework for explainable artificial intelligence;Sinan Kaplan and Hannu Uusitalo and Lasse Lensu;10.1016/j.knosys.2023.111107;0;1
Accessing Knowledge through Natural Language;Nick Cercone and Gordon McCalla;10.1016/S0065-2458(08)60473-8;0;1
An innovative life cycle scenario-driven method for product carbon emissions prediction in the early design phase;Lin Kong and Liming Wang and Fangyi Li and Qingliang Zeng and Xin Zhang and Lirong Wan and Jianfeng Li and Chenglong Wang and Lirong Zhou and Geng Wang and Haiyang Lu;10.1016/j.cie.2025.111461;0;1
An ODP-based Ontology for the Digital Product Passport;Monireh Pourjafarian and Christiane Plociennik and Simon Bergweiler and Nastaran Moarefvand and Jonas Brozeit and Mahdi Rezapour and Martin Ruskowski;10.1016/j.procir.2024.12.125;0;1
Automation of Simulation Based Design Validation and Reporting of a Valve Family;Xuban Telleria and Done Ugarte and Jon Ander Esnaola and Mikel Ezkurra and Leire Colomo;10.1016/j.procir.2019.04.181;0;1
Beyond Intentions: A Critical Survey of Misalignment in LLMs;Yubin Qu and Song Huang and Long Li and Peng Nie and Yongming Yao;10.32604/cmc.2025.067750;0;1
Bridging the Great Wall: China‚Äôs Evolving Cross-Border Data Flow Policies and Implications for Global Data Governance;Sheng Zhang and Henry Gao;10.1016/j.clsr.2025.106208;0;1
C-XAI: A conceptual framework for designing XAI tools that support trust calibration;Mohammad Naiseh and Auste Simkute and Baraa Zieni and Nan Jiang and Raian Ali;10.1016/j.jrt.2024.100076;0;1
CACDA: A knowledge graph for a context-aware cognitive design assistant;Armand Huet and Romain Pinqui√© and Philippe V√©ron and Antoine Mallet and Fr√©d√©ric Segonds;10.1016/j.compind.2020.103377;0;1
Chapter 2 - Noisy-label problems and datasets: Tasks, taxonomy, datasets, and evaluation;Gustavo Carneiro;10.1016/B978-0-44-315441-6.00011-3;0;1
Chapter 8 - Domain generalization of deep networks for medical image segmentation via meta learning;Quande Liu and Qi Dou and Cheng Chen and Pheng-Ann Heng;10.1016/B978-0-32-399851-2.00016-8;0;1
Chapter 9 - Data and models;√òrjan G. Martinsen and Arto Heiskanen;10.1016/B978-0-12-819107-1.00011-X;0;1
Concurrent Engineering Through Product Data Standards;GARY P. CARVER and HOWARD M. BLOOM;10.1016/B978-0-12-012745-0.50009-7;0;1
Continuous real-time assessment of acute cognitive stress from cardiac mechanical signals captured by a skin-like patch;Nathan Zavanelli and Sung Hoon Lee and Matthew Guess and Woon-Hong Yeo;10.1016/j.bios.2023.115983;0;1
Current state of sustainability representation product lifecycle management systems and future Perspectives: A comparative evaluation;Anders M.S.√ò. Jakobsen and Torben Tambo;10.1016/j.clscn.2025.100229;0;1
Data from start to finish: A System Life Cycle Data Map;Denis Tissen and Ingrid Wiederkehr and Christian Koldewey and Roman Dumitrescu;10.1016/j.procir.2024.01.060;0;1
Demystifying issues, causes and solutions in LLM open-source projects;Yangxiao Cai and Peng Liang and Yifei Wang and Zengyang Li and Mojtaba Shahin;10.1016/j.jss.2025.112452;0;1
Development of manufacturing execution systems in accordance with Industry 4.0 requirements: A review of standard- and ontology-based methodologies and tools;Szil√°rd Jask√≥ and Adrienn Skrop and Tibor Holczinger and Tibor Chov√°n and J√°nos Abonyi;10.1016/j.compind.2020.103300;0;1
Digital Product Passport enabled Quality Assessment in Dynamic Circular Supply Chain Networks;Christiane Plociennik and Leonhard Kunz and Martin Ruskowski;10.1016/j.procir.2024.12.065;0;1
Digital twin and digital thread within the product lifecycle management;Christine Lehner and Antonio Padovano and Christian Zehetner and Georg Hackenberg;10.1016/j.procs.2024.02.104;0;1
Ethics of trustworthy AI in healthcare: Challenges, principles, and practical pathways;Pegah Ahadian and Wei Xu and Dongfang Liu and Qiang Guan;10.1016/j.neucom.2025.131942;0;1
Evaluating the benefits of a computer-aided software engineering tool to develop and document product configuration systems;Sara Shafiee and Yves Wautelet and Steffan Callesen Friis and Lukasz Lis and Ulf Harlou and Lars Hvam;10.1016/j.compind.2021.103432;0;1
Evolving cybersecurity of AI-featured digital products and services: Rise of standardisation and certification?;Michal Ramp√°≈°ek and Mat√∫≈° Mesarƒç√≠k and Jozef Andra≈°ko;10.1016/j.clsr.2024.106093;0;1
Expert recommendations on collection and annotation of otoscopy images for intelligent medicine;Yuexin Cai and Junbo Zeng and Liping Lan and Suijun Chen and Yongkang Ou and Linqi Zeng and Qintai Yang and Peng Li and Yubin Chen and Qi Li and Hongzheng Zhang and Fan Shu and Guoping Chen and Wenben Chen and Yahan Yang and Ruiyang Li and Anqi Yan and Haotian Lin and Yiqing Zheng;10.1016/j.imed.2022.01.001;0;1
Explainable Artificial Intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible AI;Alejandro {Barredo Arrieta;10.1016/j.inffus.2019.12.012;0;1
Exploring generative AI in the misinformation Era: Impacts as a misinformation source and fact-checker on belief in the information;Seo Yoon Lee and Weizi Liu;10.1016/j.tele.2025.102308;0;1
GPT-5 and open-weight large language models: Advances in reasoning, transparency, and control;Maikel Leon;10.1016/j.is.2025.102620;0;1
Human-centered explainability for life sciences, healthcare, and medical informatics;Sanjoy Dey and Prithwish Chakraborty and Bum Chul Kwon and Amit Dhurandhar and Mohamed Ghalwash and Fernando J. {Suarez Saiz;10.1016/j.patter.2022.100493;0;1
Identifying and Prioritizing Essential Data Attributes for Discrete Event Simulation-Based Digital Twins: Implications for Manufacturing Optimization;Anirudh Inginshetty and Swadesh Bellure and Adrian Sanchez {de Oca√±a;10.1016/j.procir.2025.02.162;0;1
Integrating the manufacturer usage description standard in the modelling of cyber‚Äìphysical systems;Sara Nieves {Matheu Garc√≠a;10.1016/j.csi.2023.103777;0;1
Knowledge-informed semantic alignment and rule interpretation for automated compliance checking;Zhe Zheng and Yu-Cheng Zhou and Xin-Zheng Lu and Jia-Rui Lin;10.1016/j.autcon.2022.104524;0;1
Multidisciplinary considerations of fairness in medical AI: A scoping review;Yue Wang and Yaxin Song and Zhuo Ma and Xiaoxue Han;10.1016/j.ijmedinf.2023.105175;0;1
Neural architectures for aggregating sequence labels from multiple annotators;Maolin Li and Sophia Ananiadou;10.1016/j.neucom.2022.09.081;0;1
Propagation2Vec: Embedding partial propagation networks for explainable fake news early detection;Amila Silva and Yi Han and Ling Luo and Shanika Karunasekera and Christopher Leckie;10.1016/j.ipm.2021.102618;0;1
Revealing the structure of prediction models through feature interaction detection;Xiaohang Zhang and Hanying Zhang and Ji Zhu and Zhengren Li;10.1016/j.knosys.2021.107737;0;1
SecDefender: Detecting low-quality models in multidomain federated learning systems;Sameera K.M. and Arnaldo Sgueglia and Vinod P. and Rafidha Rehiman K.A. and Corrado Aaron Visaggio and Andrea {Di Sorbo;10.1016/j.future.2024.107587;0;1
Streamlining conformity assessment of software applying large language models;J√°nos Litzinger and J√∂rg Neumann and Daniel Peters and Florian Thiel;10.1016/j.measen.2024.101792;0;1
The AI interface: Designing for the ideal machine-human experience;Aparna Sundar and Tony Russell-Rose and Udo Kruschwitz and Karen Machleit;10.1016/j.chb.2024.108539;0;1
Tool or Toy: Are SCA tools ready for challenging scenarios?;Congyan Shu and Wentao Chen and Guisheng Fan and Huiqun Yu and Zijie Huang and Yuguo Liang;10.1016/j.cose.2025.104624;0;1
Towards trustworthy artificial intelligence for decision-making: A lifecycle perspective on knowledge- and data-driven artificial intelligence systems;Emiel Miedema and Sabine Waschull and Christos Emmanouilidis;10.1016/j.compind.2025.104409;0;1
Transparency and explainability of AI systems: From ethical guidelines to requirements;Nagadivya Balasubramaniam and Marjo Kauppinen and Antti Rannisto and Kari Hiekkanen and Sari Kujala;10.1016/j.infsof.2023.107197;0;1
Uncertainty-Aware Scene Graph Generation;Xuewei Li and Tao Wu and Guangcong Zheng and Yunlong Yu and Xi Li;10.1016/j.patrec.2022.12.011;0;1
